id,weight,destinationHubId,priority
 PKG-005056 ,431.13,WH-050,LOW
PKG-005057,105.60, WH-043 ,URGENT
PKG-005058,140.00,wh-039,STANDARD
PKG-005059,null,WH-043,STANDARD
PKG-005060,,WH-095,STANDARD
PKG-005061,251.31,WH-055,LOW
 PKG-005062 ,144.29,WH-081,URGENT
PKG-005063,370.02,WH-098,URGENT
PKG-005064,64.00,WH-003,STANDARD
PKG-005065,null,WH-075,LOW
PKG-005066,133.40,WH-088,STANDARD
PKG-005067,7.18, WH-056 ,LOW
PKG-005068,487.73,WH-060,URGENT
PKG-005069,330.10,WH-094,LOW
PKG-005070,234.01,wh-047,URGENT
PKG-005071,432.91,WH-048,low
PKG-005072,228.17,WH-068,STANDARD
PKG-005073,275.64,WH-043,URGENT
PKG-005074,190.13, WH-010 ,CRITICAL
PKG-005075,113.94,WH-002,LOW
PKG-005076,271.17,WH-039,STANDARD
PKG-005077,432.73,WH-049
PKG-005078,338.47, WH-021 ,STANDARD
PKG-005079,218.23,WH-046,LOW
PKG-005080,58.67,WH-061,URGENT
pkg-005081,213.94,WH-035,CRITICAL
PKG-005082,399.36,WH-011, EXPRESS 
PKG-005083,276.85,WH-017,LOW
PKG-005084,361.52,WH-001,STANDARD
PKG-005085, 334.62348996438595 ,WH-035,LOW
PKG-005086,23.19,WH-062,LOW
PKG-005087,178.16,wh-004,URGENT
PKG-005088,450.43,WH-036,URGENT
PKG-005089,283.99,WH-023,NONE
PKG-005090,328.69,WH-011,STANDARD
PKG-005091,363.72,WH-042,LOW
PKG-005092,410.61,WH-013,STANDARD,
PKG-005093,250.69,WH-037,STANDARD
PKG-005094,221.23,WH-034,LOW
PKG-005095,64.52,WH-003
PKG-005096,368.56,WH-095,URGENT
PKG-005097,50.28,WH-083,URGENT
PKG-005098,100.03,WH-035,LOW
PKG-005099,191.45,WH-046,URGENT
PKG-005100,188.46,WH-039,STANDARD
PKG-005101,24.93,WH-034,URGENT
pkg-005102,133.07,WH-020,STANDARD
PKG-005103,456.99,WH-062,STANDARD
PKG-005104,199.03,WH-087,LOW
PKG-005105,264.12,WH-084,STANDARD
pkg-005106,117.16,WH-013,LOW
PKG-005107,420.96,WH-012,URGENT
PKG-005108,212.66,WH-027,STANDARD
PKG-005109,185.83,WH-041,URGENT

PKG-005110,179.32,WH-034,LOW
PKG-005111,120.50,WH-015,STANDARD
PKG-005112,269.47,WH-074,URGENT
PKG-005113,186.76,WH-031,URGENT
PKG-005114,179.29,WH-012,URGENT
PKG-005115,387.87,WH-100,URGENT
PKG-005116,369.48,WH-053,STANDARD
PKG-005117,112.47,WH-046,STANDARD
pkg-005118,79.81,WH-019,STANDARD
pkg-005119,,WH-009,LOW
PKG-005120,199.14,WH-066,URGENT
PKG-005121,29.79,WH-053,
PKG-005122,181.79,WH-099,URGENT
PKG-005123,181.04,WH-045,LOW
PKG-005124,280.11,WH-017,LOW
PKG-005125,457.01,wh-058,STANDARD
 PKG-005126 ,432.39,WH-017,STANDARD
PKG-005127,381.72,WH-013,URGENT
PKG-005128,321.75,WH-096,URGENT
PKG-005129,37.19,WH-089,LOW
PKG-005130,61.67,WH-090,URGENT
PKG-005131,313.04,WH-005,STANDARD
PKG-005132,487.07,wh-007,URGENT
pkg-005133,252.16,WH-009,VIP
PKG-005134,358.54,WH-063,EXPRESS
 PKG-005135 ,72.45,WH-072, LOW 
PKG-005136,171.74,WH-032,LOW
PKG-005137,398.96,WH-098,STANDARD
PKG-005138,357.05, WH-030 ,STANDARD
PKG-005139,439.96,WH-082,STANDARD
PKG-005140,167.84,WH-100,low
PKG-005141,75.98,WH-059,STANDARD
PKG-005142,232.87,WH-065,LOW
PKG-005143,28.89,WH-093,LOW
PKG-005144,194.20,WH-097,LOW
PKG-005145,289.52,wh-058,URGENT

PKG-005146,467.8930530166421kg,WH-094,STANDARD
PKG-005147,38.07,wh-063,standard
PKG-005148,357.88,,URGENT
PKG-005149,366.04, WH-094 ,LOW
PKG-005150,235.30,WH-070,STANDARD
PKG-005151,N/A,WH-065,LOW
PKG-005152,206.53,WH-065,STANDARD
PKG-005153,37.66,WH-069,LOW
PKG-005154,75.60,WH-035,STANDARD
PKG-005155,374.73,WH-093, STANDARD 
PKG-005156,352.76,WH-100,urgent
PKG-005157,279.18,WH-072,STANDARD,
PKG-005158,203.41,WH-058,STANDARD
PKG-005159,483.64,WH-066,LOW
PKG-005160,165.21,WH-022,URGENT
 PKG-005161 ,465.44,WH-060,LOW
PKG-005162,5.63,WH-032,LOW
PKG-005163,223.80,WH-083,URGENT
PKG-005164,476.32,WH-026,STANDARD
PKG-005165,195.73,WH-085,LOW
PKG-005166,273.41,,urgent
PKG-005167,342.83,WH-079,URGENT
PKG-005168,285.26,WH-098,
 PKG-005169 ,456.73,WH-091,LOW
PKG-005170,N/A,WH-002,STANDARD
PKG-005171,467.40,WH-059,low
PKG-005172,335.25,WH-067,low
PKG-005173,null,WH-031, STANDARD 

pkg-005174,146.66,WH-065,STANDARD
PKG-005175,409.11,wh-065,URGENT
PKG-005176,363.66,WH-046,LOW
PKG-005177,102.69,WH-089,URGENT
PKG-005178,194.74,WH-055,standard
PKG-005179,477.53,wh-081,URGENT
PKG-005180,438.31,WH-058,URGENT
PKG-005181,6.03,WH-078,STANDARD
PKG-005182,194.43,WH-067, URGENT 
PKG-005183,179.91,WH-051,STANDARD
PKG-005184,71.19,wh-061,STANDARD
PKG-005185,359.60,WH-023, NONE 
pkg-005186,486.37,wh-016,standard
,349.75,WH-065,URGENT
PKG-005188,371.40,WH-017,URGENT
PKG-005189,431.17,WH-088,URGENT
PKG-005190,220.50,WH-074,URGENT
PKG-005191,194.41,WH-075,STANDARD
PKG-005192,295.60,WH-067,LOW
PKG-005193,170.64, WH-032 ,STANDARD
PKG-005194,464.38,WH-014,LOW
PKG-005195,52.68,WH-026,VIP
PKG-005196,365.74,WH-034,urgent
PKG-005197,426.28,WH-053,URGENT
PKG-005198,447.91, WH-075 ,LOW
PKG-005199,404.11,WH-097,URGENT
PKG-005200,444.30,wh-065,URGENT
PKG-005201,279.07,WH-022,URGENT
PKG-005202,0.87,WH-061,STANDARD
PKG-005203,47.32,WH-028,STANDARD
PKG-005204,352.19,WH-036,LOW
PKG-005205,270.46,WH-011,STANDARD
PKG-005206,488.71,WH-004,URGENT
PKG-005207,446.85,WH-093,URGENT
,454.74,WH-037,URGENT
PKG-005209,0.54,WH-061,URGENT
pkg-005210,380.19,WH-096,LOW
PKG-005211,108.89,WH-019,LOW
pkg-005212,257.43,WH-081,LOW
PKG-005213,74.33,WH-009,STANDARD
PKG-005214,52.11079340384953kg,WH-100,STANDARD
pkg-005215,497.01,WH-006,LOW
PKG-005216,245.15,WH-047,URGENT
PKG-005217,443.10,WH-014,STANDARD
PKG-005218,490.65,WH-059,URGENT
PKG-005219,194.06,wh-024,LOW
PKG-005220,189.09,WH-010
PKG-005221,173.89,WH-007,URGENT
PKG-005222,145.25,WH-021,URGENT
PKG-005223,117.81,,STANDARD
PKG-005224,279.29,WH-081,LOW
PKG-005225,225.59,WH-065,URGENT
PKG-005226,37.62,WH-073,STANDARD
PKG-005227,20.57,WH-022,EXPRESS
 PKG-005228 ,403.26,WH-033,STANDARD
PKG-005229,373.53, WH-004 ,URGENT
PKG-005230,44.79,wh-046,LOW
PKG-005231,468.61,WH-084,URGENT
PKG-005232,227.95,WH-065,URGENT
PKG-005233,437.39,WH-061,STANDARD
PKG-005234,277.21,WH-028,URGENT
PKG-005235,478.86,WH-035,STANDARD
PKG-005236,147.10,WH-035,URGENT
PKG-005237,216.51,WH-032,STANDARD
PKG-005238,386.80,WH-054,URGENT
PKG-005239,164.38,WH-057,URGENT
PKG-005240,106.75128771623793kg,WH-095,STANDARD
PKG-005241,346.83,WH-063,LOW
PKG-005242,329.45,WH-001,STANDARD
PKG-005243,446.46,WH-024,STANDARD
PKG-005244,33.46,WH-019, LOW 
PKG-005245,88.28,WH-039,CRITICAL
PKG-005246,202.06,WH-040,express
,224.35,WH-093,STANDARD
PKG-005248,245.00,WH-017,URGENT
PKG-005249,38.49, WH-079 ,LOW
PKG-005250,118.18,WH-007
PKG-005251,40.59,WH-056,LOW
PKG-005252,461.27,WH-027,URGENT
PKG-005253,49.19,WH-009,LOW
PKG-005254,15.02,WH-072,URGENT
PKG-005255,377.03,wh-077,LOW
pkg-005256,365.43,WH-035,
PKG-005257,252.04,WH-038,URGENT
PKG-005258,67.42,WH-060,

PKG-005259,384.81,WH-061,STANDARD
PKG-005260,266.14,WH-095,URGENT
PKG-005261,181.31,WH-062,LOW
PKG-005262,113.05,WH-046,low
PKG-005263,326.69,WH-039,STANDARD
 PKG-005264 ,471.69,wh-090,STANDARD
PKG-005265,null,WH-077,STANDARD
PKG-005266,204.83,WH-094,URGENT
PKG-005267,null,WH-090,LOW
PKG-005268,363.56,WH-019,STANDARD
PKG-005269,414.63,wh-064
PKG-005270,136.24,WH-004,STANDARD
 PKG-005271 ,35.15,,STANDARD

PKG-005272,73.67,WH-083,STANDARD
PKG-005273,114.35,WH-072,LOW
PKG-005274,376.03,WH-043,LOW
PKG-005275,426.54,WH-019,LOW
PKG-005276,280.21,WH-042,LOW
PKG-005277,292.96,wh-033,URGENT
PKG-005278,300.88,WH-058,URGENT
PKG-005279,340.04,WH-088,URGENT
PKG-005280,300.69,WH-015,STANDARD
PKG-005281,219.50,WH-044,URGENT
PKG-005282,142.41,WH-015,STANDARD
PKG-005283,265.83, WH-059 ,LOW
PKG-005284,131.28,WH-090,LOW
PKG-005285,194.95,WH-089,STANDARD
PKG-005286,146.28,WH-091,URGENT
PKG-005287,84.88,WH-074,LOW
PKG-005288,370.41,WH-086,URGENT
PKG-005289,40.07,WH-072,STANDARD
PKG-005290,298.54,WH-073,low
PKG-005291,72.66,WH-080,STANDARD
PKG-005292,176.87,WH-049,STANDARD
PKG-005293,49.06,wh-029,STANDARD
PKG-005294,,WH-034,low
PKG-005295,426.59,WH-042,STANDARD,
PKG-005296,226.02,WH-086,LOW
PKG-005297,198.97,WH-081,
PKG-005298,373.23,WH-033,URGENT
PKG-005299,140.66,, URGENT 
 PKG-005300 ,337.92,WH-040,LOW
PKG-005301,356.86,WH-099
PKG-005302,480.26,WH-032,STANDARD
PKG-005303,369.12,,STANDARD
PKG-005304,350.90,WH-006,STANDARD
PKG-005305,43.66,WH-086,EXPRESS
PKG-005306,481.91,WH-073,URGENT
PKG-005307,450.37,WH-007, CRITICAL 
PKG-005308,31.62,WH-055,standard
pkg-005309,434.38,WH-026,LOW
PKG-005310,479.93,WH-085,LOW
PKG-005311,405.86,WH-054,URGENT
PKG-005312,300.64,WH-056,URGENT
PKG-005313,163.09,WH-082,STANDARD
PKG-005314,442.36,WH-027,URGENT
PKG-005315,403.23,WH-078,LOW
PKG-005316,298.10,WH-083,STANDARD
PKG-005317,96.65,WH-043,URGENT
PKG-005318,78.87,WH-016,NONE
PKG-005319,311.12,WH-008,LOW
PKG-005320,311.17,WH-011, LOW 
PKG-005321,34.03,WH-009,URGENT
PKG-005322,255.88,WH-039,LOW
PKG-005323,64.49,WH-075,LOW
 PKG-005324 ,35.36,WH-006,STANDARD
pkg-005325,162.73,WH-006, URGENT 
PKG-005326,416.07,WH-057,LOW
PKG-005327,98.86,WH-078,STANDARD
PKG-005328,69.39,WH-070,URGENT
PKG-005329,68.85,WH-045,STANDARD
 PKG-005330 ,479.54,WH-039,URGENT
PKG-005331,420.90,,LOW

PKG-005332,188.01,WH-018,LOW
PKG-005333,385.17,WH-054,URGENT

PKG-005334,414.69,WH-093,LOW
PKG-005335,6.28,WH-004,STANDARD
PKG-005336,458.16,WH-057,LOW
PKG-005337,356.39,WH-040,urgent
PKG-005338,275.61,WH-099,LOW
PKG-005339,335.99,WH-019,STANDARD
PKG-005340,427.77,WH-062,URGENT
PKG-005341,225.45,WH-077,VIP
PKG-005342,430.70,WH-081,LOW
PKG-005343,1.38,WH-006,URGENT
PKG-005344,456.16,WH-022, STANDARD 
PKG-005345,134.49,WH-034,STANDARD
pkg-005346,312.58,WH-024,LOW
PKG-005347,298.58,WH-097,STANDARD
PKG-005348,364.96,WH-064,NONE
PKG-005349,491.08,WH-067,low
PKG-005350,172.81,WH-044,STANDARD
PKG-005351,121.62,wh-057,STANDARD
,297.15,WH-086,STANDARD
PKG-005353,418.23,WH-076,STANDARD
PKG-005354,128.23,WH-100,LOW
 PKG-005355 ,260.11,WH-081,URGENT
PKG-005356,197.90,WH-005,URGENT
PKG-005357,161.28,WH-050,STANDARD
PKG-005358,160.58,WH-017,STANDARD
PKG-005359, 329.7592774459404 ,WH-044,URGENT
 PKG-005360 ,432.09,WH-057,STANDARD
PKG-005361,150.87,WH-079,low
pkg-005362,171.61,WH-057,STANDARD
PKG-005363,155.10,WH-014,LOW
 PKG-005364 ,167.72,WH-078,STANDARD
PKG-005365,118.83,WH-009,
pkg-005366,392.95,WH-084,CRITICAL
PKG-005367,257.16,WH-013,URGENT
PKG-005368,160.68,WH-042,STANDARD
PKG-005369,395.19,WH-093,URGENT
PKG-005370,N/A,WH-063,LOW
PKG-005371,100.45,WH-079,URGENT
PKG-005372,306.50,WH-097,LOW
PKG-005373,252.24,WH-057,URGENT
PKG-005374,55.63,WH-010, STANDARD 
PKG-005375,192.44,,low
PKG-005376,468.37,WH-027,URGENT
PKG-005377,132.41,WH-074,LOW
PKG-005378,286.34,WH-013,URGENT
PKG-005379,112.42,WH-077,LOW,
PKG-005380,345.37,,STANDARD
pkg-005381,250.51,WH-079,URGENT
PKG-005382,109.21,WH-002, LOW 
PKG-005383,484.34,WH-031,LOW
PKG-005384,208.62,WH-050,LOW
PKG-005385,344.93,WH-030,urgent
PKG-005386,469.00,WH-087,LOW
PKG-005387,442.62,WH-045, URGENT 
PKG-005388,114.32,WH-025,LOW
PKG-005389,71.86,WH-024,URGENT
PKG-005390,395.63, WH-003 ,CRITICAL
PKG-005391,291.90,WH-021,URGENT
PKG-005392,98.98,WH-098,URGENT
PKG-005393,268.57,WH-091,STANDARD
PKG-005394,148.05,WH-076,LOW
PKG-005395,200.01,,STANDARD
PKG-005396,110.53,WH-057,STANDARD
PKG-005397,194.64,WH-082,URGENT
,311.75,WH-096,STANDARD
PKG-005399,447.16,WH-020,URGENT
PKG-005400,35.39,WH-063,LOW
PKG-005401,489.43,WH-048,LOW
PKG-005402,38.13,WH-040,URGENT
pkg-005403,381.31,WH-096,LOW
PKG-005404,389.52,WH-008,STANDARD
PKG-005405,360.22,WH-035,LOW
PKG-005406,46.39,WH-036, LOW 
PKG-005407,418.58,WH-093,URGENT
PKG-005408,170.47,WH-090,STANDARD
PKG-005409,3.78,WH-098,URGENT
PKG-005410,N/A,WH-042,LOW
PKG-005411, 33.236317483544866 ,WH-042,STANDARD
PKG-005412,43.56,WH-007,URGENT
PKG-005413,100.33, WH-091 ,NONE
PKG-005414,141.29,WH-091,LOW
PKG-005415,230.93,WH-095,LOW
PKG-005416,318.55,WH-009,URGENT
PKG-005417,31.38,WH-080,STANDARD
PKG-005418,319.02, WH-066 ,LOW
PKG-005419,116.46,WH-019,LOW
PKG-005420,390.82,WH-078
PKG-005421,431.55, WH-062 ,LOW
 PKG-005422 ,327.05,WH-093,URGENT
PKG-005423,null,WH-084,LOW
PKG-005424,275.44,WH-063,LOW
pkg-005425,232.27,WH-097,LOW
PKG-005426,333.34,wh-005,
PKG-005427,123.08,WH-018,URGENT
PKG-005428,278.28,WH-059,URGENT
PKG-005429,320.05,WH-032,URGENT
PKG-005430,248.28,WH-027,LOW,
pkg-005431,472.97,WH-029,STANDARD
PKG-005432,436.10,WH-036,standard
PKG-005433,273.20,WH-040,LOW
,106.44,WH-022,STANDARD
PKG-005435,58.03,WH-061,LOW
PKG-005436,281.51,WH-049,LOW
PKG-005437,97.35,WH-029,LOW
PKG-005438,410.20,WH-003,EXPRESS
PKG-005439,246.36,WH-073,urgent
PKG-005440,493.95,WH-087,STANDARD
PKG-005441,283.64,WH-080,URGENT
PKG-005442,39.78,WH-093,URGENT
PKG-005443,315.39,WH-022,URGENT
PKG-005444,429.18,WH-065,LOW
PKG-005445,402.28, WH-058 ,LOW
PKG-005446,18.94,WH-082,URGENT
PKG-005447,357.95, WH-028 ,STANDARD,
PKG-005448,221.14,WH-036,URGENT
PKG-005449,257.71,WH-059,LOW
pkg-005450,354.34,WH-020,URGENT
PKG-005451,322.68,WH-075,EXPRESS
PKG-005452,228.33,WH-083,STANDARD
PKG-005453,298.29,WH-007,
PKG-005454,316.33,,STANDARD
PKG-005455,97.34,WH-002,URGENT
PKG-005456,274.63,WH-093,URGENT
 PKG-005457 ,164.03,WH-043,URGENT
PKG-005458,229.99,WH-040,LOW
PKG-005459,265.74,wh-079,URGENT
PKG-005460,134.22,WH-060,URGENT,
pkg-005461,138.93,WH-054
PKG-005462,62.92,WH-036,URGENT
PKG-005463,454.95,WH-081,LOW
 PKG-005464 ,N/A,WH-008,STANDARD
PKG-005465,177.98,WH-012,STANDARD
PKG-005466,300.60,WH-089,LOW
PKG-005467,350.89,WH-001,LOW
PKG-005468,130.68,WH-020,LOW
pkg-005469,56.79,WH-044,LOW
PKG-005470,330.58,WH-006,LOW
PKG-005471,495.14,WH-049,LOW
PKG-005472,487.57,WH-004,URGENT
PKG-005473,274.17,WH-074,URGENT
,254.00,WH-076,LOW
 PKG-005475 ,274.13,WH-029,CRITICAL
PKG-005476,290.45,WH-049,LOW
PKG-005477,164.19,WH-030,LOW
PKG-005478,337.78,WH-025,LOW
PKG-005479,122.60,WH-005,STANDARD
PKG-005480,471.60,WH-062,
PKG-005481,10.47,WH-042,LOW
PKG-005482,284.06,WH-036,URGENT
PKG-005483,30.75,WH-099,STANDARD
PKG-005484,111.99,WH-037,STANDARD
PKG-005485,34.08,WH-074,LOW
PKG-005486,126.99,WH-086,LOW
PKG-005487,210.75,WH-042,STANDARD
PKG-005488,48.18,WH-021,LOW
PKG-005489,116.11,WH-077,STANDARD
PKG-005490,103.73,WH-049,LOW
PKG-005491,428.96,,STANDARD
PKG-005492,477.3429044041622kg,WH-074,STANDARD
pkg-005493,197.96,WH-091,LOW
PKG-005494,213.35,WH-096,STANDARD
PKG-005495,null,WH-068,urgent
PKG-005496,30.34, WH-096 ,URGENT
PKG-005497,467.34,WH-046,URGENT
PKG-005498,53.69,WH-019,STANDARD
PKG-005499,312.87,WH-084,
PKG-005500,165.39354069201116kg,WH-032,
PKG-005501,189.91, WH-039 ,
PKG-005502,345.37,WH-037,LOW
PKG-005503,430.97,WH-084,STANDARD
PKG-005504,423.01,WH-079,STANDARD
PKG-005505,103.77,WH-019, LOW 
PKG-005506,219.43,WH-057,standard
PKG-005507,450.94,WH-023,low
PKG-005508,192.06,WH-043,LOW
PKG-005509,263.72,WH-028,LOW
PKG-005510,98.50,WH-021,LOW
PKG-005511,331.95,WH-009,LOW
PKG-005512,101.86,WH-049,
pkg-005513,133.62,WH-074,URGENT
PKG-005514,135.00,WH-051,URGENT
PKG-005515,186.86,WH-016,URGENT
PKG-005516,311.77,WH-092,LOW
PKG-005517,186.46,WH-072,URGENT
PKG-005518,393.58,WH-053,standard
PKG-005519,449.06,,STANDARD
 PKG-005520 ,425.20,WH-012,URGENT
PKG-005521,412.20,WH-045,STANDARD
PKG-005522,288.08,WH-060,LOW
PKG-005523, 271.68882535784144 ,WH-096,STANDARD
PKG-005524,154.83,WH-032,LOW
pkg-005525,54.49,WH-024,STANDARD
PKG-005526,66.81,WH-024,STANDARD
PKG-005527,278.67,WH-060,LOW
pkg-005528,221.05,WH-095,URGENT
PKG-005529,60.47,WH-027,URGENT
PKG-005530,N/A,WH-078,URGENT
PKG-005531,3.31,WH-016,LOW
PKG-005532,43.07,WH-068,URGENT
PKG-005533,64.00,WH-089,LOW
PKG-005534,58.19,WH-023,STANDARD
PKG-005535,285.6389351547034kg,WH-044,LOW
PKG-005536,null,WH-026,STANDARD
PKG-005537,320.32,WH-088,LOW
PKG-005538,,WH-033,STANDARD
PKG-005539,415.22,WH-033,LOW
PKG-005540,44.09,WH-070,LOW
PKG-005541,200.60,WH-034,STANDARD
PKG-005542,278.63,WH-048,STANDARD
PKG-005543,270.41,WH-074, STANDARD 
PKG-005544,392.17,WH-100, URGENT 
PKG-005545,49.64,WH-054,STANDARD
PKG-005546,173.78,WH-009,urgent
pkg-005547,94.91,WH-002,URGENT
PKG-005548,474.11,WH-002
PKG-005549,77.95,WH-045,VIP
PKG-005550,193.09,WH-066,VIP
PKG-005551,455.00,WH-041,STANDARD,
PKG-005552,353.39,WH-071,STANDARD
PKG-005553,161.38,WH-054,LOW
PKG-005554,326.15,WH-042,LOW
PKG-005555,249.75,WH-087,STANDARD
PKG-005556,481.64,WH-026,URGENT
PKG-005557,93.24,WH-043,URGENT
PKG-005558,305.15,WH-021,STANDARD
PKG-005559,363.66,WH-038,STANDARD
PKG-005560,220.47,WH-085,LOW
PKG-005561,441.99,WH-031,VIP
PKG-005562,74.08,WH-029,STANDARD
PKG-005563,439.55,WH-059,STANDARD
PKG-005564,399.07,WH-071,URGENT
PKG-005565,121.58,WH-031,LOW
PKG-005566,160.63,WH-004,urgent
pkg-005567,299.02,WH-015,LOW
PKG-005568,256.41,WH-066,
PKG-005569,50.98, WH-037 , LOW 
PKG-005570,33.80,WH-095,
PKG-005571,177.88,WH-020,URGENT
PKG-005572,169.75,WH-014,URGENT
PKG-005573, 223.08332996901547 ,WH-094,low
PKG-005574,138.41,WH-029,LOW
PKG-005575,412.77,WH-011
PKG-005576,34.76,WH-053,URGENT
PKG-005577,153.25,WH-060,STANDARD
PKG-005578,N/A,WH-080,URGENT
PKG-005579,487.09,WH-068,LOW
PKG-005580,112.71,WH-018,STANDARD
PKG-005581,453.13,WH-091,LOW
PKG-005582,266.96,WH-006,URGENT
PKG-005583,282.58,WH-050,URGENT
PKG-005584,389.90,WH-096
PKG-005585,91.03,WH-080,STANDARD
PKG-005586,388.87,WH-073, STANDARD 
PKG-005587,157.84,WH-028,STANDARD
PKG-005588,292.47,WH-083,URGENT
PKG-005589,37.40,WH-075,LOW
PKG-005590,274.54,WH-087,CRITICAL
PKG-005591,241.46,WH-091,STANDARD
PKG-005592,101.89,WH-084,LOW
PKG-005593,132.73,WH-078,LOW
PKG-005594,140.02,WH-090,LOW
PKG-005595,270.92,WH-056,LOW
PKG-005596,499.22,WH-018,STANDARD
PKG-005597,172.14,WH-059,STANDARD
PKG-005598,197.11,,URGENT
PKG-005599,384.08,WH-046,low
 PKG-005600 ,210.53,WH-009,low
PKG-005601,96.12,WH-044,URGENT
PKG-005602,428.57422803418393kg,WH-034,URGENT
PKG-005603,27.01,WH-023,LOW
PKG-005604,424.73,WH-011,STANDARD,
PKG-005605,null,WH-026,URGENT
PKG-005606, 4.740598671360387 ,WH-085,STANDARD
PKG-005607,140.35,WH-035,LOW
PKG-005608,390.16,WH-046,URGENT
PKG-005609,488.90,WH-043,URGENT
PKG-005610,271.39,WH-087,STANDARD
PKG-005611,136.90,WH-005,URGENT
PKG-005612,79.85,WH-029
PKG-005613,N/A,WH-084,LOW
PKG-005614,101.32,,STANDARD
PKG-005615,349.90,WH-096,LOW
pkg-005616,141.83,WH-064,LOW
 PKG-005617 ,415.06,WH-021, LOW 
PKG-005618,64.74,WH-035,URGENT
PKG-005619,206.80099960274492kg,WH-032,LOW
PKG-005620,405.60,WH-018,LOW
PKG-005621, 242.77918102487644 ,WH-098,LOW
PKG-005622,,wh-028,URGENT
PKG-005623,,,URGENT
PKG-005624,451.68,WH-054,LOW
PKG-005625,232.78, WH-046 ,LOW
PKG-005626,227.00,WH-083,STANDARD
PKG-005627,103.11,WH-073,LOW
pkg-005628,475.66,WH-067,standard
PKG-005629,51.76,WH-014,URGENT
PKG-005630,468.56,WH-020,LOW
PKG-005631,234.72,WH-085,STANDARD
PKG-005632,267.58,,STANDARD
PKG-005633,468.45,WH-081,URGENT
PKG-005634,200.11,WH-014,LOW
PKG-005635,313.63,WH-020,STANDARD
PKG-005636,393.32,WH-060,URGENT
PKG-005637,120.67,WH-066,URGENT
PKG-005638,218.41,WH-044,URGENT
PKG-005639,100.46,WH-086,STANDARD
PKG-005640,N/A,WH-047,URGENT
PKG-005641,497.71,WH-032,
PKG-005642,117.05,WH-073,LOW
PKG-005643,130.90,WH-052, LOW 
,116.68,WH-027,STANDARD
PKG-005645,301.22,WH-091,LOW
PKG-005646,311.03,WH-055,STANDARD

PKG-005647,N/A,WH-073,URGENT
,58.45,WH-076,LOW
PKG-005649,337.51,WH-083,LOW
PKG-005650,19.05,WH-066,LOW
PKG-005651,420.14,WH-091,URGENT
PKG-005652,109.60,WH-018,LOW
PKG-005653,268.73,WH-049,LOW
pkg-005654,490.58,WH-079,VIP
PKG-005655,118.37,WH-086,LOW
PKG-005656,87.44,WH-075,URGENT
PKG-005657,175.71,WH-099,URGENT
PKG-005658,393.89,WH-031,low
PKG-005659,444.82,WH-016,URGENT
PKG-005660,60.99,WH-091,URGENT
PKG-005661,31.27,WH-079,LOW
PKG-005662,85.63,,URGENT
PKG-005663,444.08,WH-032,STANDARD
PKG-005664,16.00,WH-072,STANDARD
PKG-005665,280.54,WH-012,STANDARD
PKG-005666,353.91,WH-099,STANDARD
PKG-005667,370.38,WH-017,URGENT
PKG-005668,94.09,WH-081,URGENT
PKG-005669,403.81,WH-021,LOW
PKG-005670,67.32,WH-047
 PKG-005671 ,342.55,WH-009,URGENT
PKG-005672,499.86,WH-020,URGENT
PKG-005673,309.01,WH-009,URGENT
PKG-005674,246.52,wh-059,STANDARD
PKG-005675,211.23,WH-093,STANDARD
PKG-005676,355.43,WH-019, LOW 
PKG-005677,220.57,WH-071,STANDARD
PKG-005678,216.85,WH-021,LOW
 PKG-005679 ,3.65,WH-035,LOW
PKG-005680,347.61,WH-014,STANDARD
,60.70,WH-060,URGENT
PKG-005682,78.54,WH-002,URGENT
PKG-005683,296.83,WH-079,URGENT
PKG-005684,277.52,WH-034,LOW
PKG-005685,316.95,WH-043,STANDARD
PKG-005686,312.59,WH-003,LOW
PKG-005687,298.61,WH-048,URGENT
pkg-005688,9.06,WH-012,URGENT
PKG-005689,107.27,WH-058, STANDARD 
PKG-005690,40.24,wh-022,STANDARD
PKG-005691,17.258993141564066kg,WH-016,STANDARD
PKG-005692, 189.74099957359152 ,WH-052,LOW
PKG-005693,238.07,WH-098,STANDARD
,189.15,WH-048,LOW
PKG-005695,357.21,WH-051,STANDARD
PKG-005696,143.44,,URGENT
PKG-005697,136.50,WH-083,URGENT
PKG-005698,N/A,WH-087,URGENT
PKG-005699,,WH-083,LOW
PKG-005700,257.21,WH-025,STANDARD
PKG-005701,479.3273708887775kg,WH-077,URGENT
PKG-005702,48.23,WH-003,URGENT
PKG-005703,218.82,WH-092,STANDARD
PKG-005704,73.43,WH-061,LOW
pkg-005705,372.84,WH-082,LOW
PKG-005706,134.27,wh-005,STANDARD
PKG-005707,272.95,WH-056,URGENT
,55.97,WH-090,STANDARD
PKG-005709,249.76,WH-026,STANDARD
PKG-005710,306.57,WH-044,URGENT
PKG-005711,342.39, WH-020 ,STANDARD
PKG-005712,314.94,WH-077,LOW
PKG-005713,322.26,WH-056,URGENT
PKG-005714,162.86,wh-044,STANDARD
PKG-005715,141.90,WH-087,URGENT
PKG-005716,429.25,WH-092,STANDARD
PKG-005717,386.72,WH-068, LOW 
PKG-005718,349.63,,EXPRESS
pkg-005719,134.44,WH-008,LOW
,37.54, WH-088 ,LOW
 PKG-005721 ,384.40,WH-069,STANDARD
PKG-005722,357.72,WH-050,URGENT
PKG-005723,244.68,WH-029,urgent
 PKG-005724 ,204.79,WH-096, STANDARD 
PKG-005725, 236.95068688264791 ,WH-051,STANDARD
